disease,postLink,postHeading,postContent
Uterine Fibroids,https://patient.info/forums/discuss/acessa-for-fibroids--694713,Acessa for Fibroids?,"Hi, Has anyone tried or heard of Acessa? It's very odd as supposedly it's a great way to destroy   with minimal down time. It's a minimal laparoscopic procedure that destroys the fibroids but supposedly doesn't use morcellation which is dangerous. Yet very few doctors seem to do it when I Googled for more info. It was on the TV show The Doctors a few years ago, but not much other info out there now than the main site. And no OBGYN has ever mentioned it to me as an option. Wondering, is it a scam? Has anyone heard of it or tried it? It sounds like it would be a great option if it were safe and affordable. Yet if it were safe and affordable you think there would be more folks talking about it. Thanks ladies. 0 likes, 5 replies "
Uterine Fibroids,https://patient.info/forums/discuss/my-true-success-story-am-pregnant-thanks-to-patient-info-and-her-members--692877,MY TRUE SUCCESS STORY. AM PREGNANT!😀.Thanks to patient.info and her members.,"Hallo everyone, I have a true story to share with you all. Am 32 years, got married with no issue. 2016 I was diagnosed with multiple fibroids, had laparoscopy in July 2017 after then we have been TTC but to no avail. we were so worried that I had to make up my mind for a major operation in Nov 2018 because the gynecologist said having an IVF I have just 30% chance of it surviving with the fibroids. There is nothing God can not do if you believe. I cried and pray always to an extent I call my parents to pray for me too. I stay in Germany with my husband. I was on femibion and vit.D for almost a year then I stopped and started taking a tablet which contains iron,vit. B12 and C, and follic acid. I took for just 2 months and the miracle happened. I went to see my gyne to prepare me for an open in September 2018 she checked me with the scan and booked the surgery for November, all this while I was expecting to see my monthly flow which never came then we ran a test. to my greatest surprise it was positive😊. I and my husband went to the hospital for a confirmation it came out positive. my gyne called my case extraordinary pregnant with multiple fibroids and endometriosis. But as the pregnancy occur the endometriosis is gone and the fibroids remains. I am 21 weeks 3days today. I want to encourage everyone out there to hang on and trust God he made it possible. nevertheless the Journey still continues for me until it is over. I just don't want to keep it to myself but to let other ladies who have similar problem with me not to give up now. be strong and we will cross the bridge. be free to ask questions or send me messages to my inbox. stay strong, stay healthy.... 3 likes, 14 replies "
Uterine Fibroids,https://patient.info/forums/discuss/be-aware-of-ufe-post-symptoms-lost-all-sexual-sensation-i-am-seriously-depressed-about-it--668010,"BE aware of UFE post symptoms - lost all sexual sensation, I am seriously depressed about it.","Hello, I am a 49yrs old and for what seems all my life I suffered from heavy periods, it was not until I was in my late 30's I was told I had fibroids after an MRI and ultrasound confirmed it. When I was told about the fibroids the Dr made it seem like it was just part of aging. ""Nothing to worry about, they're just part of aging like we get wrinkles or grey hair. It's very common at this age"" I thought nothing of it, but like I said I have ALWAYS have had the heavy 7-9-10 day periods since I was blessed with the curse of menstruating at the age of 11. What I did not realize was that tiny grape size fibroids would continue to grow and that they spread. Fast forward to me at 49, three children later, tied tubes after the 3rd child was born in the late 20's and still suffering from heavy, debilitating periods. I was losing my hair, energy depleted, mood swings from dealing with living with a 2 week period every month and its symptoms. I finally went searching to find a permanent solution to my problem with a new Dr. An ultrasound and another MRI taken, confirmed that the 6 fibroids I had were massive, 3 being the sizes of tangerines. I FREAKED OUT!  She has me try an IUD, did not work, moved around in my large uterus, we had to remove it. She strongly suggests a hysterectomy since I am no longer in my childbearing years and it would stop all the problems. I was so terrified about the surgery and all its consequences like the menopause symptoms, bladder issues, sexual misfunction issues that I looked endlessly for another option and found UFE. After several consultations with my Dr, I scheduled the procedure with great excitement to have some relief.  Surgery went as planned, 8 am surgery w/ an overnight stay. Waking up from the procedure I was immediately sick. I was spinning, extremely dizzy and vomiting whenever I was awake. I am very sensitive to narcotics and was given a very strong narcotic while asleep to help with pain recovery. It was awful. It was so awful that they had to put me on oxygen through the night to help my system clear the drug out. I was hooked up to the IV to maintain my hydration since I could not hold down a sip of anything. I had the catheter inserted all night. FUN CITY!! It was a tough night. The vomiting subsided the next day early in the morning around 9 am and that is when the pain hit me so hard. To describe it...it felt like someone was stabbing me. The sharpest, most intense pain that trickled down my legs and up my stomach and electrified my entire midsection. IT WAS WORSE THAN LABOR! ( I bore 3 large children all being close to 10 lbs, in a 105 lb original body frame that eventually led to C-sections due to babies size and still, the pain form this procedure was more intense) It actually felt like constant labor pains, the way the back and legs hurt. I had to stay monitored and have my pain pills every 5hrs on the dot or else the pain was unbearable. Then the painful consequence of taking pain meds and lack of movement for 24 hrs hit and the constipation was awful. The urge to go was definitely there but nothing was moving. I even ate very light food a couple of days beforehand anticipating it hoping that it would help but it took me an entire 5 days to actually pass a BM. That was awful for me since I kept telling myself it was the pain pills that were doing that to me so I tried not to take as many but then the pain was so unbearable I had to take the meds in order not to feel like I was being stabbed in the gut. That is where I believe I made my mistake. I refused to take the strong pain meds prescribed, the Percocet. I was prescribed Percocet every 4-5 hrs and the 500 ml of Ibuprofen every 4- hrs or as needed. I refused to take the Percocet at all because of my constipation and fear of pain pills, they make me ill and sleepy. I now realize that if I did take both meds as prescribed, I would not have been in such pain. I just wanted to know how I felt and what my body was feeling and how it was healing and I just did not want to numb myself and not know when I was truly better. It took me approx 17 days for the pain to finally subside completely. This is while faithfully taking the Ibuprofen as prescribed. The days after the surgery I was passing tissue constantly, large masses of tissue that would just come out while using the restroom. I found that sitting on the toilet and letting my body have time to let everything come out was best. I was afraid that I would get an infection if all that would not come out. It was gross, large tissue masses along with blood clots. I took it as a sign that the fibroids were dying as they should and were exiting my body. After the 17 days the pain stopped and I was overjoyed not to have to be on the ibuprofen. The continuous spotting and pieces of tissue still passed for 30 days or so here and there so I was always wearing a pad. It was not heavy, it was erratic here and there throughout the days.  FIVE WEEKS AFTER SURGERY is when I decide to have sex. I am still lightly spotting and that is when the fear struck me. I was having what seemed to be a PMS symptom. My breasts were extremely tender all of a sudden, my nipples hurt so badly that the slightest touch hurt, my bra was uncomfortable. That is the only symptom though, no cramps, no bloating or period. I was missing intimacy with my husband after 5 weeks of no sex, sex is a very important part of my happiness and stability. Being with my husband had a way of balancing me and it was almost a daily part of my life, at 25 years of marriage its always what kept me happy and I needed it and when I finally felt my body was healed. I had sex and instantly was horrified at the lack of sensation. I could feel he was inside me but the electricity of sexual arousal was not happening. To describe it would be like when you go to the dentist and you know and feel the touch on your face from the pressure only but not the sensation. It scared me and now 3 months after the surgery, I am still numb. I cannot reach a climatic orgasm, just a very short, outer clitorial tiny orgasm that is best achieved with oral sex and not with intercourse. Nothing at all to what I used to feel before. I also lack any desire what so ever, my body does not react to excitement. I do not feel any arousal at all and I am devastated and so sad and so frustrated that I do not know what to do. I have emailed my Dr. (I also would like to remind everyone that a gynecologist does not perform the surgery. My gynecologist did not perform it, it was a radiologist who performs the surgery. The only time I ever felt this numbness was during the awful experience I had with the 3-month birth control shot Deprovera. She told me that sometimes numbness can occur for 5-6 months post surgery. THAT IS WHY I AM HERE POSTING THIS LONG STORY HOPING SOMEONE CAN RELATE AND THAT THEY EXPERIENCED THIS AND IT GOT BETTER WITH TIME. I am hoping to hear from someone telling me that the sensation will return. I am absolutely terrified that somehow the surgery and the blood blockage to my uterus affected my ability to reach orgasm forever.  PLEASE SHARE ANYTHING YOU CAN TELL ME IF THIS HAS HAPPENED TO YOU.  I also wanted to note that I have not really had a period since the surgery other than 2-3 days of very light spotting when I should have had my period. It's so odd for me not to bleed all I have to use is a panty liner now, that what is happening. So as far as the bleeding it is gone, not sure if I am going into menopause now?? I am 49. I got tested on my FSH levels before surgery, and was told I was nowhere near it, my mom lost her period at 56. So the procedure I guess did do what it's supposed to?? Going in next month for an ultrasound to see how much the fibroids have shrunk. I am praying that in time I will feel again, and am horrified at the mere notion that I may never again. WHAT HAVE I DONE IF THIS IS FOREVER!!    Please share any insights to this if you can relate. Thank you for your time. 0 likes, 5 replies "
Uterine Fibroids,https://patient.info/forums/discuss/persistent-discharge-but-no-pain--689220,Persistent Discharge but no pain!,"Hi All, Your posts are so helpful and I want to thank you from the bottom of my heart as I feel so alone. I really do not have a support system and since what you describe with both yellow & bloody discharge is what is happening to me, I am wondering if the situation resolved for you all. Just to give you some background, I am 34 and was diagnosed with 3 fibroids, dominant one being 11cm and in the posterior uterine wall (very weird position) plus 2 very small ones on the right (nobody could even tell me if they are considered submucosal or what, not even the MRI report - you guys are correct that the medical profession is so limited in its way of handling this and their knowledge is laughable.) A recap of my situation: UFE surgery on Aug 21, 2018 - No discharge for the first 2 weeks after the procedure - and very little pain - The 3rd week after procedure I had gone back to work and discharge started light - sometimes brown and others yellow, NOT persistent and only every few days - light pantyliners were sufficient and I never used tampons since they told me I should avoid any risk of introducing bacteria. Since Dec 4, 2018 to present (Dec 21, 2018), I am having yellow foul-smelling discharge NON STOP / every single day and it is heavy in flow but fluid/watery, not very thick. This makes me think my cervix is not wide enough to allow the fibroid(s) to pass through it so only the uterine wall is shedding (but this is an assumption which is why I need medical MRI confirmation to see if the big fibroid looks like it needs to expel vaginally.) I immediately contacted the radiologist who performed UFE and they dismissed me saying ""they are not gynecologists"" and I should go to my gynecologist who can perform a pelvic exam. Problem is - gyno's know nothing about radiology and vice versa! (In my mind also thinking: you radiologist were quick to take my money and insurance money but now do not want any of the subsequent complication responsibilities from the procedure you performed!) The gynecologist said ""it does not look like BP (Bacterial Vaginosis,) and I do not know if it is a degenerating fibroid"" Overall, she was unable to properly diagnose this. She, along with many other gynecologists I have met, have ALWAYS been much more set on myomectamy instead of UFE so she was quick to suggest I go to a surgeon/oncologist who would just put a knife to the problem and cut the fibroids out, and after everything I have gone through with UFE I truly do not want any invasive procedure if fibroids are dead I just want them to slide out!!!! I have had regular periods every month since the procedure - but since the constant discharge started, I had a really heavy and much more ""fluid"" period, heavier in terms of the amount of blood, but the consistency of bloos was literally like water - typically, my period blood is thicker but this time it is like a fluid, both the discharge fluid and the blood are extremely ""watery"" - was the discharge and blood always thicker for you? I had it thicker a week ago and now it is super fluid. Please let me know how things ended up for you!) I never had children and also read that women who previously had children pass dead fibroids much more easily because the cervix might open easier, whereas those who never gave birth might need to be under anesthesia and the doc helps the fibroids out by having a hysteroscopic resection or alternatively a D&C, are either of these significant surgery? I do not want to go through anything else if I do not have to! I do not feel pain AT ALL so this is all very confusing to me, it is a painless heavy blood/discharge flow that impacts my every day, I have to run to the bathroom every 30 min to change pads and avoid staining office and board room chairs! It literally is impossible to keep going on like this. I keep asking for an MRI but the radiology dept where I got UFE  keeps saying my situation is ""not an emergency"" and I am ""likely expelling degenerating fibroid"" and they do not want me to do the MRI until March 2019, because it takes that long to see peak shrinkage, although I am honestly not even concerned with the size of dominant fibroid still being large, I know it is big and I understand it will likely will not shrink from UFE; and if I am lucky it will stop growing (that was the goal all along), but the purpose of my request for MRI is to determine the cause of this persistent discharge and if at this point it needs further intervention (I HOPE NOT) and also to confirm that the fibroid is in fact no longer receiving blood supply because if it is, then the UFE was unsuccessful. The gyno observed that the discharge did not look like BV (Bacterial Vaginosis,) but just to be sure prescribed a cream which is supposed to kill any bacteria - this is however not an antibiotic but simply a cream for use within the cervix for 7 days. Honestly I feel like doctors could not care less about these discharge issues and I am scared of using this random cream because of what I read here where it makes the discharge worse, and before UFE I was told to literally avoid inserting ANYTHING for risk of bacteria and infection - they even told me to avoid taking a BATH because of this! And now I am supposed to stick a tube up my cervix because of this misdiagnosis? I have literally never in my life had discharge like this so the chances of it being BV are seriously slim to none. Plus other women reported the cream did not stop the discharge. I feel very dismissed, I ask for help and nobody knows what to do and it is truly frightening. The fact that I am not in any pain, but just feel exhausted - seems to be the reason why doctors do not care what is happening to me. Do I just have to live with chronic discharge and heavy periods. By the way, for my entire life before UFE, I have never had a period this heavy - my fibroid symptoms used to be bulk issues, pressure on bladder - but my periods were truly brief (4 days) and non painful. Not to mention the financial burden of buying such a high amount of pads, liners, wipes, heavy period items, absorbents, none of which are covered by insurance. I also read that after UFE, discharge could be chronic due to a superficial cavity within the infarcted fibroid tumor that communicates with the endometrial cavity through a hole in the endometrium. This situation is indicated by a specific appearance on TII sagittal magnetic resonance images (again why the MRI is needed but nobody will have me do it). Hysteroscopic resection of the necrotic fibroid tumor was usually curative with other women who had this, but I really do not want to go through anything else, if not absolutely necessary. I wish someone could just tell me - deal with this for 1-2 months and you should be fine after that! How long did discharge last and does it ALWAYS end with fibroid expulsion? In my case discharge is so watery it makes me think I will not expel anything solid, but I am still curious about you guys - is the expulsion of a fibroid painful? I have experienced a miscarriage and that was atrociously painful. But nobody will tell me if this is what is to be expected! Please let me know how you are! Lots of hugs - Bella 0 likes, 26 replies "
Uterine Fibroids,https://patient.info/forums/discuss/5-months-on-fibristal-and-no-change-591769,5 months on Fibristal and no change,"Hello ladies, Am almost at the end of my second course (5 months to date) of fibristal treatment and my uterus' size remains the same. In fact, I even fear the   might have grown during the treatment as I feel them more with certain movements. My belly also looks bigger - I think.  While the side effects have been pretty mild (with the excerption of the occasional hot flash and nigh sweats), I feel like I have bloated since started this medication. I run 30km per week, strenght train 5x/wk and eat carbs once a day. Yet I cant seem to get ahead of the weight. Its very frustrating.  I wouldn't have mined the weight if the fibroids were shrinking, but they obviously aren't. Have any of you ladies had luck with this drug? If so, how long did you have to take it to see results. I wasn't expectign quick fix, but I feel 5-6months is enough time for a medication to work, i.e. if it will at all. My gyno wants me to do another 3month course, but am hesitant. If there was no change for 5 months, what will 3 more months do?.....so frustrating! 0 likes, 7 replies "
Uterine Fibroids,https://patient.info/forums/discuss/subserous-leiomyoma-of-uterus-694665,Subserous leiomyoma of uterus,"Ladies, Please forgive me if I seem peeved.  I am not angry at anyone here, but am annoyed with the medical system.  I went for an ultrasound 10 days ago.  Tech said everything looked perfectly normal and that the small simple cysts on my ovaries were gone.  Never got a phone call about the results, so I'm assuming all is well.  Yesterday, I get the text message saying my ""care summary"" has been updated and I can click on a link to view it.  (Technology!!)  All is says in the most recent update is ""subserous leiomyoma of uterus.""  Well, thanks to Google I sound out that's just a fibroid, but OMG that first few seconds of seeing those words freaked me the heck out. Anything with an ""-oma"" on the end sounds like  .  This one, though, is a fibroid that is pushing outside of the uterine wall.  Awesome. OK, so as of yet I have STILL not received a phone call explaining this or what it means or if it's a big one or small one or needs to be treated or WHATEVER.  I am so frustrated. Anyway, can you please ell me if you've had any experience with these and what treatments were needed?  Thank you. 0 likes, 12 replies "
Uterine Fibroids,https://patient.info/forums/discuss/fibroids-my-open-myomectomy-story-697216,Fibroids - My open myomectomy story,"Hey ladies, I would like to share my experience with you on My Open Myomectomy, please feel free to contact me if you have any questions. On the 4th July 2018 I had an open myomectomy, aged 33 with no kids. Just in case anyone is not familiar with this procedure, an abdominal myomectomy is a major surgical procedure. It involves making an incision through the skin at the lower abdomen, known as a ""bikini cut,"" and removing the fibroid tumors from inside the wall of the uterus. The uterine muscle is then sewn back together using several layers of stitches. Yes I know it sound horrid, well that's what I went through...and what an experience it was!!!  Tumors can also be encouraged by stress, I went through a very stressful time in my life which i believe contributed to the growth of the tumors. Unfortunately I didn’t know they were present and my situation at the time caused them to grow rapidly in size due to the amount of stress my body was under. I began to experience heavy periods early last year which was not normal for me as I usually had light periods lasting for 3-4 days, they became so heavy and painful causing me to loose up to 1 litre of blood in 3-4 days lasting up to 5. I began to feel extremely weak, faint and was rushed to hospital almost every month due to the amount of blood loss. I was leaking through clothes, having to use the thickest sanitary pads available which still wasn’t enough for the amount of blood being lost. My doctor began to monitor me and I was sent for blood tests which showed I became extremely anaemic and had a worrying vitamin D deficiency, I was then given a vitamin D supplement and Tranesamic acid to thin the blood, both had no impact on the situation. I started to loose weight as a result of not being able to eat due to the stress and blood loss each month. My iron levels also dropped down to 3. 😲 I was sent for a scan which displayed I had 6 uterus fibroids of which some were imbedded in the cavity, one of the largest was pressing against my bladder which was causing constipation due to the blockage and also causing me to urinate very often, I had constant pelvic pain, my stomach was constantly swollen and my uterus had expanded to the size of someone who was 14 weeks pregnant. I became even more stressed out as I could feel and see that my body wasn’t the same anymore and there was very little I could do to control this. I was closely monitored over last year but my iron and vitamin D level was still worryingly low, my doctor considered a blood transfusion as the medication given was not making a major difference, as you can imagine I didn’t want this. The bleeding became worse as I was bleeding at random and at this point I had bled so much I lost track of what was a period and what wasn’t. Unfortunately I was still being rushed in to hospital due to blood loss, at this point I was really fed up of the whole ordeal. I was placed on Northesterine which is a synthetic drug used to mimic the hormone progesterone which prevents bleeding, this really helped and the bleeding stopped. My doctor offered me the option to have the fibroid tumours removed last year September as we had tried all other options, I felt I had no choice but to have them removed, I went away and did some research into what the best possible procedure would be for me as I wanted to still be able to conceive when I was ready to. I was booked in for a hysteroscopic myomectomy in November 2017 where the surgeon attempted to removed the fibroids via the vagina, unfortunately the procedure was unsuccessful as the tumors were deeply imbedded in the cavities and some were unreachable, a sample was taken from one of them and sent of to the lab for testing and I was given the all clear for cancer December 2017 (thank god). I was no longer able to work and was signed off by my doctor, I was off for a total of 3 months and decided it was best I didn’t return as my role was also extremely stressful and I no longer felt I was able to perform to the best of my ability. I spent most of my time researching different procedures and reading other women’s experiences in forums, after a while I decided to go back to work as i felt like I had become a little depressed with everything that was happening, I found a new job on a part time basis. I explained all that was going on to my manager who was very supportive. After months of research I decided that a Myomectomy seemed like a good option for me as the Myomectomy is a surgery to remove fibroids without taking out the healthy tissue of the uterus. It is best for women who wish to have children after treatment for their fibroids or who wish to keep their uterus for other reasons. I spoke to my doctor to seek his advice and he agreed with the procedure, I also consulted with my surgeon who went through the Myomectomy procedure and explained the risks, The disadvantages of abdominal myomectomy are that due to the invasiveness of the procedure the surgery requires a larger incision, general anesthesia and has risk factors associated with abdominal surgery such as blood loss which could lead to a Hysterectomy, accidental damage to the uterus,  pain and infection, longer recovery although recovery time is generally 2-6 weeks. So as you can imagine there was still a risk of me not being able to conceive even though I had chosen the best possible option for me. I was finally scheduled for an open Myomectomy on the 4th July 2018, I don’t think words can describe the relief I felt after waking up from the operation, the operation took about 2 hours and they successfully removed a total of 9 tumours, luckily I didn’t loose too much blood and the surgeon managed to preserve my uterus. I spent a week in hospital. I am now 6 weeks post op, still feeling sore but the joy of knowing the tumours have been removed is worth the pain, knowing I can conceive if I wanted to and I can hopefully get my life back on track. The first 2-3 weeks of recovery were the worst (sorry to scare anyone) your energy levels are next to nothing and that’s coming from an energetic person, it’s so painful to go to the toilet, no feeling in the bikini line area due to the nerves being cut through during surgery, you basically feel like rubbish. Support is definitely required during this time. After the second week you are encouraged to go for walks to strengthen your body, I could only walk for a maximum of 7-8 mins before feeling like I had just completed a marathon and being forced to return home, I just couldn’t do it but in my mind I felt I was ok to get around judging by the fact that I’m generally very active. I became very emotional as I felt like I was going to permanently be this way, my mind and my body were doing two different things but in this case I had to listen to my body and not my mind. It’s a must that you get plenty of rest, fluids and eat well. Week 4-5 I was able to walk a little further but I still took time and it wasn’t and still isn’t at a pace that I would normally walk, things looked a little more positive during week 5, I felt a litte normal again, all the medications I had been on were out of my system, I had much more of an appetite, I wanted to walk more instead of having to force myself and generally felt like my body was on the mend. I had an appointment with the surgeon last week who went through a few do’s and dont’s, he had a look at my scar, had a feel of the internal tissue from the outside and scanned my stomach to see how I was healing internally, he confirmed it all seemed fine and I seemed to be healing nice and quickly, he did say that the inside will take much longer as its internal. I am still sore as previously mentioned which is normal as there was a lot of chopping done internally due to where my tumors were situated. I am now on week 6 and am stronger than before, walking more (still at a slow pace), eating healthy, doing light house work but still cautious. My advice to anybody going through any Gynecological procedures is to be strong, easy to say but if you don't it will only become hard during your recovery, think positive about the situation, tell yourself everything will be ok, make sure you have some type of support, I chose to go to the hospital alone, I wanted to face this on my own. I knew god would see me through as he always does. It hasn't been an easy journey and I still cry when I talk about it but I know and have faith that things will only get better 💕 Thanks for reading 😙 0 likes, 3 replies "
Uterine Fibroids,https://patient.info/forums/discuss/ufe-experience-with-larger-fibroids-694046,UFE experience with larger fibroids,"Hi ladies, I've been reading your stories for a while and I want to thank you because you've all been super helpful. I'm scheduled for UFE in about a month and I'm extremely nervous after reading some of your experiences. I'm 36 years old, no children (still not sure) and I have two  , one about 9cm and another 7cm. My  issue is overall pain, pressure and discomfort. The fibroids are pressing on both my bladder and colon so as you can imagine, I'm having lots of fun. I'm wondering if any of you other ladies with a similar situation have had UFE and how successful it was in shrinking your fibroids and relieving your symptoms? Also, how painful was recovery and how long did it take for you to feel better? Thanks again for all of your help. It helps to know I'm not alone in all this. Jess 0 likes, 19 replies "
Uterine Fibroids,https://patient.info/forums/discuss/fibroids-miracle-cure-book-sounds-like-a-scam--696189,Fibroids miracle cure book sounds like a scam ...,"Has anyone tried the   miracle cure book by leto? There are no honest reviews as every review is an add linking to the book with more offers. Has anyone paid the 37 to try it? I would assume if it really worked it would be on TV etc. And if she were really trying to help people the book would be a lot cheaper. I'm still tempted but the site reads like one ugly poorly mad series of ads not a real business web site that you'd take seriously. 0 likes, 0 replies "
Uterine Fibroids,https://patient.info/forums/discuss/healing-fibroids-by-dr-allan-warshowsky-695613,Healing fibroids by Dr. Allan Warshowsky,"Hi, Is anyone familiar with this book or doctor's protocols?  He has said he has had good success with most patients being able to avoid surgery or  .  I haven't spoken to him but am reading his book and watched some interviews with him that are posted on line.  Just wondering if anyone ha tried his methods. About me: am 47, multiple health problems and disabled, heavy bleeding causing anemia, have needed blood transfusions, docs suggest hysterectomy or embolization Thank you 0 likes, 1 reply "
